Ensembl_ID,Gene_type,Symbol
ENSG00000170291,protein_coding,ELP5
ENSG00000163832,protein_coding,ELP6
ENSG00000169393,protein_coding,ELSPBP1
ENSG00000170571,protein_coding,EMB
ENSG00000127463,protein_coding,EMC1
ENSG00000161671,protein_coding,EMC10
ENSG00000104412,protein_coding,EMC2
ENSG00000125037,protein_coding,EMC3
ENSG00000128463,protein_coding,EMC4
ENSG00000127774,protein_coding,EMC6
ENSG00000134153,protein_coding,EMC7
ENSG00000131148,protein_coding,EMC8
ENSG00000100908,protein_coding,EMC9
ENSG00000164035,protein_coding,EMCN
ENSG00000102119,protein_coding,EMD
ENSG00000154920,protein_coding,EME1
ENSG00000197774,protein_coding,EME2
ENSG00000126749,protein_coding,EMG1
ENSG00000186998,protein_coding,EMID1
ENSG00000138080,protein_coding,EMILIN1
ENSG00000132205,protein_coding,EMILIN2
ENSG00000183798,protein_coding,EMILIN3
ENSG00000066629,protein_coding,EML1
ENSG00000125746,protein_coding,EML2
ENSG00000149499,protein_coding,EML3
ENSG00000143924,protein_coding,EML4
ENSG00000165521,protein_coding,EML5
ENSG00000214595,protein_coding,EML6
ENSG00000134531,protein_coding,EMP1
ENSG00000213853,protein_coding,EMP2
ENSG00000142227,protein_coding,EMP3
ENSG00000158636,protein_coding,EMSY
ENSG00000135638,protein_coding,EMX1
ENSG00000170370,protein_coding,EMX2
ENSG00000163064,protein_coding,EN1
ENSG00000164778,protein_coding,EN2
ENSG00000154380,protein_coding,ENAH
ENSG00000132464,protein_coding,ENAM
ENSG00000171617,protein_coding,ENC1
ENSG00000149218,protein_coding,ENDOD1
ENSG00000167136,protein_coding,ENDOG
ENSG00000111405,protein_coding,ENDOU
ENSG00000173818,protein_coding,ENDOV
ENSG00000106991,protein_coding,ENG
ENSG00000167280,protein_coding,ENGASE
ENSG00000168913,protein_coding,ENHO
ENSG00000124074,protein_coding,ENKD1
ENSG00000151023,protein_coding,ENKUR
ENSG00000074800,protein_coding,ENO1
ENSG00000111674,protein_coding,ENO2
ENSG00000108515,protein_coding,ENO3
ENSG00000188316,protein_coding,ENO4
ENSG00000145293,protein_coding,ENOPH1
ENSG00000132199,protein_coding,ENOSF1
ENSG00000120658,protein_coding,ENOX1
ENSG00000165675,protein_coding,ENOX2
ENSG00000138792,protein_coding,ENPEP
ENSG00000197594,protein_coding,ENPP1
ENSG00000136960,protein_coding,ENPP2
ENSG00000154269,protein_coding,ENPP3
ENSG00000001561,protein_coding,ENPP4
ENSG00000112796,protein_coding,ENPP5
ENSG00000164303,protein_coding,ENPP6
ENSG00000182156,protein_coding,ENPP7
ENSG00000143420,protein_coding,ENSA
ENSG00000176177,protein_coding,ENTHD1
ENSG00000138185,protein_coding,ENTPD1
ENSG00000054179,protein_coding,ENTPD2
ENSG00000168032,protein_coding,ENTPD3
ENSG00000197217,protein_coding,ENTPD4
ENSG00000187097,protein_coding,ENTPD5
ENSG00000197586,protein_coding,ENTPD6
ENSG00000198018,protein_coding,ENTPD7
ENSG00000188833,protein_coding,ENTPD8
ENSG00000165689,protein_coding,ENTR1
ENSG00000120533,protein_coding,ENY2
ENSG00000163378,protein_coding,EOGT
ENSG00000197620,protein_coding,EOLA1
ENSG00000197021,protein_coding,EOLA2
ENSG00000163508,protein_coding,EOMES
ENSG00000100393,protein_coding,EP300
ENSG00000183495,protein_coding,EP400
ENSG00000116016,protein_coding,EPAS1
ENSG00000159023,protein_coding,EPB41
ENSG00000088367,protein_coding,EPB41L1
ENSG00000079819,protein_coding,EPB41L2
ENSG00000082397,protein_coding,EPB41L3
ENSG00000129595,protein_coding,EPB41L4A
ENSG00000095203,protein_coding,EPB41L4B
ENSG00000115109,protein_coding,EPB41L5
ENSG00000166947,protein_coding,EPB42
ENSG00000120616,protein_coding,EPC1
ENSG00000135999,protein_coding,EPC2
ENSG00000119888,protein_coding,EPCAM
ENSG00000086289,protein_coding,EPDR1
ENSG00000152223,protein_coding,EPG5
ENSG00000182585,protein_coding,EPGN
ENSG00000146904,protein_coding,EPHA1
ENSG00000183317,protein_coding,EPHA10
ENSG00000142627,protein_coding,EPHA2
ENSG00000044524,protein_coding,EPHA3
ENSG00000116106,protein_coding,EPHA4
ENSG00000145242,protein_coding,EPHA5
ENSG00000080224,protein_coding,EPHA6
ENSG00000135333,protein_coding,EPHA7
ENSG00000070886,protein_coding,EPHA8
ENSG00000154928,protein_coding,EPHB1
ENSG00000133216,protein_coding,EPHB2
ENSG00000182580,protein_coding,EPHB3
ENSG00000196411,protein_coding,EPHB4
ENSG00000106123,protein_coding,EPHB6
ENSG00000143819,protein_coding,EPHX1
ENSG00000120915,protein_coding,EPHX2
ENSG00000105131,protein_coding,EPHX3
ENSG00000172031,protein_coding,EPHX4
ENSG00000112425,protein_coding,EPM2A
ENSG00000178567,protein_coding,EPM2AIP1
ENSG00000063245,protein_coding,EPN1
ENSG00000072134,protein_coding,EPN2
ENSG00000049283,protein_coding,EPN3
ENSG00000130427,protein_coding,EPO
ENSG00000273604,protein_coding,EPOP
ENSG00000187266,protein_coding,EPOR
ENSG00000101448,protein_coding,EPPIN
ENSG00000249139,protein_coding,EPPIN-WFDC6
ENSG00000261150,protein_coding,EPPK1
ENSG00000136628,protein_coding,EPRS1
ENSG00000085832,protein_coding,EPS15
ENSG00000127527,protein_coding,EPS15L1
ENSG00000151491,protein_coding,EPS8
ENSG00000131037,protein_coding,EPS8L1
ENSG00000177106,protein_coding,EPS8L2
ENSG00000198758,protein_coding,EPS8L3
ENSG00000133106,protein_coding,EPSTI1
ENSG00000121053,protein_coding,EPX
ENSG00000083782,protein_coding,EPYC
ENSG00000120160,protein_coding,EQTN
ENSG00000132591,protein_coding,ERAL1
ENSG00000164307,protein_coding,ERAP1
ENSG00000164308,protein_coding,ERAP2
ENSG00000187682,protein_coding,ERAS
ENSG00000141736,protein_coding,ERBB2
ENSG00000065361,protein_coding,ERBB3
ENSG00000178568,protein_coding,ERBB4
ENSG00000112851,protein_coding,ERBIN
ENSG00000082805,protein_coding,ERC1
ENSG00000187672,protein_coding,ERC2
ENSG00000012061,protein_coding,ERCC1
ENSG00000104884,protein_coding,ERCC2
ENSG00000163161,protein_coding,ERCC3
ENSG00000175595,protein_coding,ERCC4
ENSG00000134899,protein_coding,ERCC5
ENSG00000225830,protein_coding,ERCC6
ENSG00000186871,protein_coding,ERCC6L
ENSG00000182150,protein_coding,ERCC6L2
ENSG00000049167,protein_coding,ERCC8
ENSG00000124882,protein_coding,EREG
ENSG00000105722,protein_coding,ERF
ENSG00000178752,protein_coding,ERFE
ENSG00000268041,protein_coding,ERFL
ENSG00000157554,protein_coding,ERG
ENSG00000133935,protein_coding,ERG28
ENSG00000113719,protein_coding,ERGIC1
ENSG00000087502,protein_coding,ERGIC2
ENSG00000125991,protein_coding,ERGIC3
ENSG00000100632,protein_coding,ERH
ENSG00000104626,protein_coding,ERI1
ENSG00000196678,protein_coding,ERI2
ENSG00000117419,protein_coding,ERI3
ENSG00000104714,protein_coding,ERICH1
ENSG00000204334,protein_coding,ERICH2
ENSG00000178965,protein_coding,ERICH3
ENSG00000204978,protein_coding,ERICH4
ENSG00000177459,protein_coding,ERICH5
ENSG00000163645,protein_coding,ERICH6
ENSG00000165837,protein_coding,ERICH6B
ENSG00000068912,protein_coding,ERLEC1
ENSG00000107566,protein_coding,ERLIN1
ENSG00000147475,protein_coding,ERLIN2
ENSG00000164010,protein_coding,ERMAP
ENSG00000130023,protein_coding,ERMARD
ENSG00000136541,protein_coding,ERMN
ENSG00000099219,protein_coding,ERMP1
ENSG00000178607,protein_coding,ERN1
ENSG00000134398,protein_coding,ERN2
ENSG00000197930,protein_coding,ERO1A
ENSG00000086619,protein_coding,ERO1B
ENSG00000139055,protein_coding,ERP27
ENSG00000089248,protein_coding,ERP29
ENSG00000023318,protein_coding,ERP44
ENSG00000116285,protein_coding,ERRFI1
ENSG00000213462,protein_coding,ERV3-1
ENSG00000244476,protein_coding,ERVFRD-1
ENSG00000233056,protein_coding,ERVH48-1
ENSG00000142396,protein_coding,ERVK3-1
ENSG00000226887,protein_coding,ERVMER34-1
ENSG00000269526,protein_coding,ERVV-1
ENSG00000268964,protein_coding,ERVV-2
ENSG00000242950,protein_coding,ERVW-1
ENSG00000149564,protein_coding,ESAM
ENSG00000141446,protein_coding,ESCO1
ENSG00000171320,protein_coding,ESCO2
ENSG00000139684,protein_coding,ESD
ENSG00000089048,protein_coding,ESF1
ENSG00000164283,protein_coding,ESM1
ENSG00000135476,protein_coding,ESPL1
ENSG00000187017,protein_coding,ESPN
ENSG00000144488,protein_coding,ESPNL
ENSG00000091831,protein_coding,ESR1
ENSG00000140009,protein_coding,ESR2
ENSG00000104413,protein_coding,ESRP1
ENSG00000103067,protein_coding,ESRP2
ENSG00000173153,protein_coding,ESRRA
ENSG00000119715,protein_coding,ESRRB
ENSG00000196482,protein_coding,ESRRG
ENSG00000100056,protein_coding,ESS2
ENSG00000123576,protein_coding,ESX1
ENSG00000139641,protein_coding,ESYT1
ENSG00000117868,protein_coding,ESYT2
ENSG00000158220,protein_coding,ESYT3
ENSG00000143971,protein_coding,ETAA1
ENSG00000238210,protein_coding,ETDA
ENSG00000224107,protein_coding,ETDB
ENSG00000120705,protein_coding,ETF1
ENSG00000140374,protein_coding,ETFA
ENSG00000105379,protein_coding,ETFB
ENSG00000139160,protein_coding,ETFBKMT
ENSG00000171503,protein_coding,ETFDH
ENSG00000205707,protein_coding,ETFRF1
ENSG00000105755,protein_coding,ETHE1
ENSG00000139163,protein_coding,ETNK1
ENSG00000143845,protein_coding,ETNK2
ENSG00000164089,protein_coding,ETNPPL
ENSG00000134954,protein_coding,ETS1
ENSG00000157557,protein_coding,ETS2
ENSG00000006468,protein_coding,ETV1
ENSG00000105672,protein_coding,ETV2
ENSG00000117036,protein_coding,ETV3
ENSG00000253831,protein_coding,ETV3L
ENSG00000175832,protein_coding,ETV4
ENSG00000244405,protein_coding,ETV5
ENSG00000139083,protein_coding,ETV6
ENSG00000010030,protein_coding,ETV7
ENSG00000115363,protein_coding,EVA1A
ENSG00000142694,protein_coding,EVA1B
ENSG00000166979,protein_coding,EVA1C
ENSG00000072840,protein_coding,EVC
ENSG00000173040,protein_coding,EVC2
ENSG00000126860,protein_coding,EVI2A
ENSG00000185862,protein_coding,EVI2B
ENSG00000067208,protein_coding,EVI5
ENSG00000142459,protein_coding,EVI5L
ENSG00000196405,protein_coding,EVL
ENSG00000167880,protein_coding,EVPL
ENSG00000214860,protein_coding,EVPLL
ENSG00000106038,protein_coding,EVX1
ENSG00000174279,protein_coding,EVX2
ENSG00000182944,protein_coding,EWSR1
ENSG00000178997,protein_coding,EXD1
ENSG00000081177,protein_coding,EXD2
ENSG00000187609,protein_coding,EXD3
ENSG00000174371,protein_coding,EXO1
ENSG00000164002,protein_coding,EXO5
ENSG00000090989,protein_coding,EXOC1
ENSG00000250821,protein_coding,EXOC1L
ENSG00000112685,protein_coding,EXOC2
ENSG00000180104,protein_coding,EXOC3
ENSG00000179044,protein_coding,EXOC3L1
ENSG00000205436,protein_coding,EXOC3L4
ENSG00000131558,protein_coding,EXOC4
ENSG00000070367,protein_coding,EXOC5
ENSG00000138190,protein_coding,EXOC6
ENSG00000144036,protein_coding,EXOC6B
ENSG00000182473,protein_coding,EXOC7
ENSG00000116903,protein_coding,EXOC8
ENSG00000157036,protein_coding,EXOG
ENSG00000171311,protein_coding,EXOSC1
ENSG00000171824,protein_coding,EXOSC10
ENSG00000130713,protein_coding,EXOSC2
ENSG00000107371,protein_coding,EXOSC3
ENSG00000178896,protein_coding,EXOSC4
ENSG00000077348,protein_coding,EXOSC5
ENSG00000223496,protein_coding,EXOSC6
ENSG00000075914,protein_coding,EXOSC7
ENSG00000120699,protein_coding,EXOSC8
ENSG00000123737,protein_coding,EXOSC9
ENSG00000110723,protein_coding,EXPH5
ENSG00000182197,protein_coding,EXT1
ENSG00000151348,protein_coding,EXT2
ENSG00000158008,protein_coding,EXTL1
ENSG00000162694,protein_coding,EXTL2
ENSG00000012232,protein_coding,EXTL3
ENSG00000104313,protein_coding,EYA1
ENSG00000064655,protein_coding,EYA2
ENSG00000158161,protein_coding,EYA3
ENSG00000112319,protein_coding,EYA4
ENSG00000188107,protein_coding,EYS
ENSG00000108799,protein_coding,EZH1
ENSG00000106462,protein_coding,EZH2
ENSG00000187690,protein_coding,EZHIP
ENSG00000092820,protein_coding,EZR
ENSG00000126218,protein_coding,F10
ENSG00000088926,protein_coding,F11
ENSG00000158769,protein_coding,F11R
ENSG00000131187,protein_coding,F12
ENSG00000124491,protein_coding,F13A1
ENSG00000143278,protein_coding,F13B
ENSG00000180210,protein_coding,F2
ENSG00000181104,protein_coding,F2R
ENSG00000164251,protein_coding,F2RL1
ENSG00000164220,protein_coding,F2RL2
ENSG00000127533,protein_coding,F2RL3
ENSG00000117525,protein_coding,F3
ENSG00000198734,protein_coding,F5
ENSG00000057593,protein_coding,F7
ENSG00000185010,protein_coding,F8
ENSG00000277150,protein_coding,F8A3
ENSG00000101981,protein_coding,F9
ENSG00000103089,protein_coding,FA2H
ENSG00000117480,protein_coding,FAAH
ENSG00000165591,protein_coding,FAAH2
ENSG00000185504,protein_coding,FAAP100
ENSG00000162585,protein_coding,FAAP20
ENSG00000131944,protein_coding,FAAP24
ENSG00000163586,protein_coding,FABP1
ENSG00000197416,protein_coding,FABP12
ENSG00000145384,protein_coding,FABP2
ENSG00000121769,protein_coding,FABP3
ENSG00000170323,protein_coding,FABP4
ENSG00000164687,protein_coding,FABP5
ENSG00000170231,protein_coding,FABP6
ENSG00000164434,protein_coding,FABP7
ENSG00000205186,protein_coding,FABP9
ENSG00000168040,protein_coding,FADD
ENSG00000149485,protein_coding,FADS1
ENSG00000134824,protein_coding,FADS2
ENSG00000221968,protein_coding,FADS3
ENSG00000172782,protein_coding,FADS6
ENSG00000185104,protein_coding,FAF1
ENSG00000113194,protein_coding,FAF2
ENSG00000103876,protein_coding,FAH
ENSG00000180185,protein_coding,FAHD1
ENSG00000115042,protein_coding,FAHD2A
ENSG00000144199,protein_coding,FAHD2B
ENSG00000158234,protein_coding,FAIM
ENSG00000135472,protein_coding,FAIM2
ENSG00000167106,protein_coding,FAM102A
ENSG00000162636,protein_coding,FAM102B
ENSG00000133193,protein_coding,FAM104A
ENSG00000182518,protein_coding,FAM104B
ENSG00000168309,protein_coding,FAM107A
ENSG00000065809,protein_coding,FAM107B
ENSG00000125898,protein_coding,FAM110A
ENSG00000169122,protein_coding,FAM110B
ENSG00000184731,protein_coding,FAM110C
ENSG00000197245,protein_coding,FAM110D
ENSG00000166801,protein_coding,FAM111A
ENSG00000189057,protein_coding,FAM111B
ENSG00000197712,protein_coding,FAM114A1
ENSG00000055147,protein_coding,FAM114A2
ENSG00000121104,protein_coding,FAM117A
ENSG00000138439,protein_coding,FAM117B
ENSG00000100376,protein_coding,FAM118A
ENSG00000197798,protein_coding,FAM118B
ENSG00000048828,protein_coding,FAM120A
ENSG00000188938,protein_coding,FAM120AOS
ENSG00000112584,protein_coding,FAM120B
ENSG00000184083,protein_coding,FAM120C
ENSG00000150510,protein_coding,FAM124A
ENSG00000124019,protein_coding,FAM124B
ENSG00000122591,protein_coding,FAM126A
ENSG00000155744,protein_coding,FAM126B
ENSG00000175182,protein_coding,FAM131A
ENSG00000159784,protein_coding,FAM131B
ENSG00000185519,protein_coding,FAM131C
ENSG00000179083,protein_coding,FAM133A
ENSG00000234545,protein_coding,FAM133B
ENSG00000082269,protein_coding,FAM135A
ENSG00000147724,protein_coding,FAM135B
ENSG00000035141,protein_coding,FAM136A
ENSG00000138640,protein_coding,FAM13A
ENSG00000031003,protein_coding,FAM13B
ENSG00000148541,protein_coding,FAM13C
ENSG00000109794,protein_coding,FAM149A
ENSG00000138286,protein_coding,FAM149B1
ENSG00000162391,protein_coding,FAM151A
ENSG00000152380,protein_coding,FAM151B
ENSG00000170074,protein_coding,FAM153A
ENSG00000182230,protein_coding,FAM153B
ENSG00000268350,protein_coding,FAM156A
ENSG00000179304,protein_coding,FAM156B
ENSG00000170264,protein_coding,FAM161A
ENSG00000156050,protein_coding,FAM161B
ENSG00000114023,protein_coding,FAM162A
ENSG00000183807,protein_coding,FAM162B
ENSG00000143340,protein_coding,FAM163A
ENSG00000196990,protein_coding,FAM163B
ENSG00000188163,protein_coding,FAM166A
ENSG00000215187,protein_coding,FAM166B
ENSG00000173557,protein_coding,FAM166C
ENSG00000154319,protein_coding,FAM167A
ENSG00000183615,protein_coding,FAM167B
ENSG00000054965,protein_coding,FAM168A
ENSG00000152102,protein_coding,FAM168B
ENSG00000198780,protein_coding,FAM169A
ENSG00000164334,protein_coding,FAM170A
ENSG00000172538,protein_coding,FAM170B
ENSG00000148468,protein_coding,FAM171A1
ENSG00000161682,protein_coding,FAM171A2
ENSG00000144369,protein_coding,FAM171B
ENSG00000113391,protein_coding,FAM172A
ENSG00000174132,protein_coding,FAM174A
ENSG00000185442,protein_coding,FAM174B
ENSG00000228300,protein_coding,FAM174C
ENSG00000151327,protein_coding,FAM177A1
ENSG00000197520,protein_coding,FAM177B
ENSG00000168754,protein_coding,FAM178B
ENSG00000189320,protein_coding,FAM180A
ENSG00000196666,protein_coding,FAM180B
ENSG00000140067,protein_coding,FAM181A
ENSG00000182103,protein_coding,FAM181B
ENSG00000186973,protein_coding,FAM183A
ENSG00000111879,protein_coding,FAM184A
ENSG00000047662,protein_coding,FAM184B
ENSG00000222011,protein_coding,FAM185A
ENSG00000185958,protein_coding,FAM186A
ENSG00000135436,protein_coding,FAM186B
ENSG00000214447,protein_coding,FAM187A
ENSG00000177558,protein_coding,FAM187B
ENSG00000104059,protein_coding,FAM189A1
ENSG00000135063,protein_coding,FAM189A2
ENSG00000160767,protein_coding,FAM189B
ENSG00000125386,protein_coding,FAM193A
ENSG00000146067,protein_coding,FAM193B
ENSG00000123575,protein_coding,FAM199X
ENSG00000221909,protein_coding,FAM200A
ENSG00000237765,protein_coding,FAM200B
ENSG00000165669,protein_coding,FAM204A
ENSG00000205108,protein_coding,FAM205A
ENSG00000187791,protein_coding,FAM205C
ENSG00000124103,protein_coding,FAM209A
ENSG00000213714,protein_coding,FAM209B
ENSG00000108950,protein_coding,FAM20A
ENSG00000116199,protein_coding,FAM20B
ENSG00000177706,protein_coding,FAM20C
ENSG00000177150,protein_coding,FAM210A
ENSG00000124098,protein_coding,FAM210B
ENSG00000047346,protein_coding,FAM214A
ENSG00000005238,protein_coding,FAM214B
ENSG00000204856,protein_coding,FAM216A
ENSG00000179813,protein_coding,FAM216B
ENSG00000145975,protein_coding,FAM217A
ENSG00000196227,protein_coding,FAM217B
ENSG00000164970,protein_coding,FAM219A
ENSG00000178761,protein_coding,FAM219B
ENSG00000178397,protein_coding,FAM220A
ENSG00000188732,protein_coding,FAM221A
ENSG00000204930,protein_coding,FAM221B
ENSG00000139438,protein_coding,FAM222A
ENSG00000173065,protein_coding,FAM222B
ENSG00000184949,protein_coding,FAM227A
ENSG00000166262,protein_coding,FAM227B
ENSG00000186453,protein_coding,FAM228A
ENSG00000219626,protein_coding,FAM228B
ENSG00000225828,protein_coding,FAM229A
ENSG00000203778,protein_coding,FAM229B
ENSG00000167930,protein_coding,FAM234A
ENSG00000084444,protein_coding,FAM234B
ENSG00000275520,protein_coding,FAM236A
ENSG00000268994,protein_coding,FAM236B
ENSG00000225396,protein_coding,FAM236D
ENSG00000235118,protein_coding,FAM237A
ENSG00000216921,protein_coding,FAM240C
ENSG00000174749,protein_coding,FAM241A
ENSG00000171224,protein_coding,FAM241B
ENSG00000277277,protein_coding,FAM243B
ENSG00000203795,protein_coding,FAM24A
ENSG00000213185,protein_coding,FAM24B
ENSG00000188100,protein_coding,FAM25A
ENSG00000276430,protein_coding,FAM25C
ENSG00000189090,protein_coding,FAM25G
ENSG00000105058,protein_coding,FAM32A
ENSG00000071889,protein_coding,FAM3A
ENSG00000183844,protein_coding,FAM3B
ENSG00000196937,protein_coding,FAM3C
ENSG00000198643,protein_coding,FAM3D
ENSG00000185112,protein_coding,FAM43A
ENSG00000183114,protein_coding,FAM43B
ENSG00000185448,protein_coding,FAM47A
ENSG00000189132,protein_coding,FAM47B
ENSG00000198173,protein_coding,FAM47C
ENSG00000189157,protein_coding,FAM47E
ENSG00000272414,protein_coding,FAM47E-STBD1
ENSG00000071859,protein_coding,FAM50A
ENSG00000145945,protein_coding,FAM50B
ENSG00000174137,protein_coding,FAM53A
ENSG00000189319,protein_coding,FAM53B
ENSG00000120709,protein_coding,FAM53C
ENSG00000162771,protein_coding,FAM71A
ENSG00000170613,protein_coding,FAM71B
ENSG00000180219,protein_coding,FAM71C
ENSG00000172717,protein_coding,FAM71D
ENSG00000142530,protein_coding,FAM71E1
ENSG00000180043,protein_coding,FAM71E2
ENSG00000135248,protein_coding,FAM71F1
ENSG00000205085,protein_coding,FAM71F2
ENSG00000196550,protein_coding,FAM72A
ENSG00000188610,protein_coding,FAM72B
ENSG00000263513,protein_coding,FAM72C
ENSG00000215784,protein_coding,FAM72D
ENSG00000009780,protein_coding,FAM76A
ENSG00000077458,protein_coding,FAM76B
ENSG00000126882,protein_coding,FAM78A
ENSG00000188859,protein_coding,FAM78B
ENSG00000157470,protein_coding,FAM81A
ENSG00000153347,protein_coding,FAM81B
ENSG00000147689,protein_coding,FAM83A
ENSG00000168143,protein_coding,FAM83B
ENSG00000125998,protein_coding,FAM83C
ENSG00000101447,protein_coding,FAM83D
ENSG00000105523,protein_coding,FAM83E
ENSG00000133477,protein_coding,FAM83F
ENSG00000188522,protein_coding,FAM83G
ENSG00000180921,protein_coding,FAM83H
ENSG00000186523,protein_coding,FAM86B1
ENSG00000145002,protein_coding,FAM86B2
ENSG00000182118,protein_coding,FAM89A
ENSG00000176973,protein_coding,FAM89B
ENSG00000137414,protein_coding,FAM8A1
ENSG00000171847,protein_coding,FAM90A1
ENSG00000229924,protein_coding,FAM90A26
ENSG00000176853,protein_coding,FAM91A1
ENSG00000119812,protein_coding,FAM98A
ENSG00000171262,protein_coding,FAM98B
ENSG00000130244,protein_coding,FAM98C
ENSG00000183304,protein_coding,FAM9A
ENSG00000177138,protein_coding,FAM9B
ENSG00000187268,protein_coding,FAM9C
ENSG00000198690,protein_coding,FAN1
ENSG00000187741,protein_coding,FANCA
ENSG00000181544,protein_coding,FANCB
ENSG00000158169,protein_coding,FANCC
ENSG00000144554,protein_coding,FANCD2
ENSG00000163705,protein_coding,FANCD2OS
ENSG00000112039,protein_coding,FANCE
ENSG00000183161,protein_coding,FANCF
ENSG00000221829,protein_coding,FANCG
ENSG00000140525,protein_coding,FANCI
ENSG00000115392,protein_coding,FANCL
ENSG00000187790,protein_coding,FANCM
ENSG00000203780,protein_coding,FANK1
ENSG00000078098,protein_coding,FAP
ENSG00000197601,protein_coding,FAR1
ENSG00000064763,protein_coding,FAR2
ENSG00000152767,protein_coding,FARP1
ENSG00000006607,protein_coding,FARP2
ENSG00000145982,protein_coding,FARS2
ENSG00000179115,protein_coding,FARSA
ENSG00000116120,protein_coding,FARSB
ENSG00000026103,protein_coding,FAS
ENSG00000117560,protein_coding,FASLG
ENSG00000169710,protein_coding,FASN
ENSG00000164896,protein_coding,FASTK
ENSG00000138399,protein_coding,FASTKD1
ENSG00000118246,protein_coding,FASTKD2
ENSG00000124279,protein_coding,FASTKD3
ENSG00000215251,protein_coding,FASTKD5
ENSG00000083857,protein_coding,FAT1
ENSG00000086570,protein_coding,FAT2
ENSG00000165323,protein_coding,FAT3
ENSG00000196159,protein_coding,FAT4
ENSG00000147378,protein_coding,FATE1
ENSG00000149806,protein_coding,FAU
ENSG00000146267,protein_coding,FAXC
ENSG00000170271,protein_coding,FAXDC2
ENSG00000188878,protein_coding,FBF1
ENSG00000134452,protein_coding,FBH1
ENSG00000105202,protein_coding,FBL
ENSG00000162458,protein_coding,FBLIM1
ENSG00000188573,protein_coding,FBLL1
ENSG00000077942,protein_coding,FBLN1
ENSG00000163520,protein_coding,FBLN2
ENSG00000140092,protein_coding,FBLN5
ENSG00000144152,protein_coding,FBLN7
ENSG00000166147,protein_coding,FBN1
ENSG00000138829,protein_coding,FBN2
ENSG00000142449,protein_coding,FBN3
ENSG00000165140,protein_coding,FBP1
ENSG00000130957,protein_coding,FBP2
ENSG00000156860,protein_coding,FBRS
ENSG00000112787,protein_coding,FBRSL1
ENSG00000127452,protein_coding,FBXL12
ENSG00000161040,protein_coding,FBXL13
ENSG00000171823,protein_coding,FBXL14
ENSG00000107872,protein_coding,FBXL15
ENSG00000127585,protein_coding,FBXL16
ENSG00000145743,protein_coding,FBXL17
ENSG00000155034,protein_coding,FBXL18
ENSG00000099364,protein_coding,FBXL19
ENSG00000153558,protein_coding,FBXL2
ENSG00000108306,protein_coding,FBXL20
ENSG00000197361,protein_coding,FBXL22
ENSG00000005812,protein_coding,FBXL3
ENSG00000112234,protein_coding,FBXL4
ENSG00000118564,protein_coding,FBXL5
ENSG00000182325,protein_coding,FBXL6
ENSG00000183580,protein_coding,FBXL7
ENSG00000135722,protein_coding,FBXL8
ENSG00000147912,protein_coding,FBXO10
ENSG00000138081,protein_coding,FBXO11
ENSG00000141665,protein_coding,FBXO15
ENSG00000214050,protein_coding,FBXO16
ENSG00000269190,protein_coding,FBXO17
ENSG00000116661,protein_coding,FBXO2
ENSG00000135108,protein_coding,FBXO21
ENSG00000167196,protein_coding,FBXO22
ENSG00000106336,protein_coding,FBXO24
ENSG00000147364,protein_coding,FBXO25
ENSG00000161243,protein_coding,FBXO27
ENSG00000143756,protein_coding,FBXO28
ENSG00000110429,protein_coding,FBXO3
ENSG00000118496,protein_coding,FBXO30
ENSG00000103264,protein_coding,FBXO31
ENSG00000156804,protein_coding,FBXO32
ENSG00000165355,protein_coding,FBXO33
ENSG00000178974,protein_coding,FBXO34
ENSG00000153832,protein_coding,FBXO36
ENSG00000145868,protein_coding,FBXO38
ENSG00000177294,protein_coding,FBXO39
ENSG00000151876,protein_coding,FBXO4
ENSG00000163833,protein_coding,FBXO40
ENSG00000163013,protein_coding,FBXO41
ENSG00000037637,protein_coding,FBXO42
ENSG00000156509,protein_coding,FBXO43
ENSG00000132879,protein_coding,FBXO44
ENSG00000174013,protein_coding,FBXO45
ENSG00000177051,protein_coding,FBXO46
ENSG00000204952,protein_coding,FBXO47
ENSG00000204923,protein_coding,FBXO48
ENSG00000112029,protein_coding,FBXO5
ENSG00000116663,protein_coding,FBXO6
ENSG00000100225,protein_coding,FBXO7
ENSG00000164117,protein_coding,FBXO8
ENSG00000112146,protein_coding,FBXO9
ENSG00000171931,protein_coding,FBXW10
ENSG00000072803,protein_coding,FBXW11
ENSG00000164049,protein_coding,FBXW12
ENSG00000119402,protein_coding,FBXW2
ENSG00000107829,protein_coding,FBXW4
ENSG00000159069,protein_coding,FBXW5
ENSG00000109670,protein_coding,FBXW7
ENSG00000174989,protein_coding,FBXW8
ENSG00000132004,protein_coding,FBXW9
ENSG00000162897,protein_coding,FCAMR
ENSG00000186431,protein_coding,FCAR
ENSG00000179639,protein_coding,FCER1A
ENSG00000158869,protein_coding,FCER1G
ENSG00000104921,protein_coding,FCER2
ENSG00000119616,protein_coding,FCF1
ENSG00000275395,protein_coding,FCGBP
ENSG00000150337,protein_coding,FCGR1A
ENSG00000198019,protein_coding,FCGR1B
ENSG00000143226,protein_coding,FCGR2A
ENSG00000072694,protein_coding,FCGR2B
ENSG00000203747,protein_coding,FCGR3A
ENSG00000162747,protein_coding,FCGR3B
ENSG00000104870,protein_coding,FCGRT
ENSG00000130475,protein_coding,FCHO1
ENSG00000157107,protein_coding,FCHO2
ENSG00000197948,protein_coding,FCHSD1
ENSG00000137478,protein_coding,FCHSD2
ENSG00000162894,protein_coding,FCMR
